,Id,Target
7456,3de76b7e-bba5-11e8-b2ba-ac1f6b6435d0,25 0
7457,3de91f2a-bbbc-11e8-b2ba-ac1f6b6435d0,4 21
7458,3de940ac-bbb9-11e8-b2ba-ac1f6b6435d0,25 0
7459,3de942ee-bbbb-11e8-b2ba-ac1f6b6435d0,3
7460,3de9b476-bba8-11e8-b2ba-ac1f6b6435d0,23
7461,3deaf9b8-bbb1-11e8-b2ba-ac1f6b6435d0,25 0
7462,3dec7658-bba2-11e8-b2b9-ac1f6b6435d0,0
7463,3ded3b16-bbc9-11e8-b2bc-ac1f6b6435d0,25 23
7464,3dee6976-bbb7-11e8-b2ba-ac1f6b6435d0,4 21
7465,3df94648-bbc1-11e8-b2bb-ac1f6b6435d0,25 16
7466,3dfa84ac-bba0-11e8-b2b9-ac1f6b6435d0,2 0
7467,3dfd0f58-bbc6-11e8-b2bc-ac1f6b6435d0,7
7468,3dfd1194-bbba-11e8-b2ba-ac1f6b6435d0,7 16 0
7469,3e01ffa6-bbab-11e8-b2ba-ac1f6b6435d0,6
7470,3e030c18-bb9f-11e8-b2b9-ac1f6b6435d0,23
7471,3e0576fa-bbbe-11e8-b2ba-ac1f6b6435d0,4
7472,3e06cca6-bbc0-11e8-b2bb-ac1f6b6435d0,7
7473,3e0970c0-bbb9-11e8-b2ba-ac1f6b6435d0,0
7474,3e0ee874-bbb5-11e8-b2ba-ac1f6b6435d0,25 0
7475,3e12aeb4-bbc4-11e8-b2bc-ac1f6b6435d0,23
7476,3e12d588-bbab-11e8-b2ba-ac1f6b6435d0,23 2
7477,3e179cb6-bbac-11e8-b2ba-ac1f6b6435d0,0
7478,3e1957c8-bbab-11e8-b2ba-ac1f6b6435d0,25 2
7479,3e1c1592-bb9e-11e8-b2b9-ac1f6b6435d0,23 1 2 0
7480,3e1d10dc-bba3-11e8-b2b9-ac1f6b6435d0,16 0
7481,3e1d664e-bbb3-11e8-b2ba-ac1f6b6435d0,25 0
7482,3e1d71dc-bbb0-11e8-b2ba-ac1f6b6435d0,0
7483,3e1e3420-bbbd-11e8-b2ba-ac1f6b6435d0,25 0 21
7484,3e1ee7d8-bbba-11e8-b2ba-ac1f6b6435d0,13 7 0
7485,3e2019aa-bbb5-11e8-b2ba-ac1f6b6435d0,25 21
7486,3e207aac-bbc5-11e8-b2bc-ac1f6b6435d0,24 25
7487,3e27bfb6-bbc4-11e8-b2bc-ac1f6b6435d0,23
7488,3e2809be-bbc7-11e8-b2bc-ac1f6b6435d0,13
7489,3e28a600-bba7-11e8-b2ba-ac1f6b6435d0,13 0
7490,3e294952-bbac-11e8-b2ba-ac1f6b6435d0,22
7491,3e299c2a-bbc7-11e8-b2bc-ac1f6b6435d0,25 0
7492,3e2b453c-bbb0-11e8-b2ba-ac1f6b6435d0,6
7493,3e2f685a-bba2-11e8-b2b9-ac1f6b6435d0,14
7494,3e35a918-bb9d-11e8-b2b9-ac1f6b6435d0,25 0
7495,3e3deadc-bba3-11e8-b2b9-ac1f6b6435d0,4
7496,3e41e6fa-bbb7-11e8-b2ba-ac1f6b6435d0,0
7497,3e42b24e-bba6-11e8-b2ba-ac1f6b6435d0,26
7498,3e42cc64-bbc1-11e8-b2bb-ac1f6b6435d0,14
7499,3e43651c-bbb1-11e8-b2ba-ac1f6b6435d0,23 4
7500,3e449fe6-bbc4-11e8-b2bc-ac1f6b6435d0,2
7501,3e45a5d0-bba6-11e8-b2ba-ac1f6b6435d0,0
7502,3e492db2-bbac-11e8-b2ba-ac1f6b6435d0,14
7503,3e4b0862-bba2-11e8-b2b9-ac1f6b6435d0,0
7504,3e52503a-bbbc-11e8-b2ba-ac1f6b6435d0,3
7505,3e527fb4-bbb3-11e8-b2ba-ac1f6b6435d0,23
7506,3e58709e-bba0-11e8-b2b9-ac1f6b6435d0,19 25
7507,3e5c45de-bbc8-11e8-b2bc-ac1f6b6435d0,12 16 0
7508,3e603886-bbb1-11e8-b2ba-ac1f6b6435d0,16 17 0
7509,3e608f2e-bba8-11e8-b2ba-ac1f6b6435d0,18
7510,3e61e680-bbbc-11e8-b2ba-ac1f6b6435d0,23 3
7511,3e632254-bbba-11e8-b2ba-ac1f6b6435d0,21
7512,3e655608-bbb7-11e8-b2ba-ac1f6b6435d0,25 7 0
7513,3e692c6e-bbc7-11e8-b2bc-ac1f6b6435d0,22 21
7514,3e6a5718-bb9c-11e8-b2b9-ac1f6b6435d0,25 0
7515,3e6b8c7e-bba5-11e8-b2ba-ac1f6b6435d0,25 2
7516,3e6f0080-bba9-11e8-b2ba-ac1f6b6435d0,14
7517,3e74cd1a-bbc9-11e8-b2bc-ac1f6b6435d0,25
7518,3e7a9ac0-bbc8-11e8-b2bc-ac1f6b6435d0,0
7519,3e7bfbd6-bbb9-11e8-b2ba-ac1f6b6435d0,23
7520,3e7f3cf2-bb9f-11e8-b2b9-ac1f6b6435d0,5
7521,3e81591a-bb9a-11e8-b2b9-ac1f6b6435d0,23
7522,3e81c9fc-bba6-11e8-b2ba-ac1f6b6435d0,19
7523,3e85890a-bbc6-11e8-b2bc-ac1f6b6435d0,0
7524,3e86a1bc-bbc3-11e8-b2bc-ac1f6b6435d0,3 0
7525,3e873d18-bbbc-11e8-b2ba-ac1f6b6435d0,18 0
7526,3e87d26a-bb9d-11e8-b2b9-ac1f6b6435d0,0
7527,3e88296e-bbbf-11e8-b2ba-ac1f6b6435d0,25 14 2
7528,3e88c024-bba4-11e8-b2b9-ac1f6b6435d0,6 3
7529,3e8cd476-bb9e-11e8-b2b9-ac1f6b6435d0,0
7530,3e8eee28-bbb7-11e8-b2ba-ac1f6b6435d0,23 0
7531,3e8ef31a-bbc5-11e8-b2bc-ac1f6b6435d0,2 0
7532,3e9152ac-bb9f-11e8-b2b9-ac1f6b6435d0,4
7533,3e91aa80-bbc8-11e8-b2bc-ac1f6b6435d0,25 23 0
7534,3e9343ee-bbc4-11e8-b2bc-ac1f6b6435d0,0 21
7535,3e942422-bbaf-11e8-b2ba-ac1f6b6435d0,19 2 0 21
7536,3e95da86-bba7-11e8-b2ba-ac1f6b6435d0,26 3
7537,3e973e44-bba2-11e8-b2b9-ac1f6b6435d0,0
7538,3e98f42a-bbb4-11e8-b2ba-ac1f6b6435d0,24 5
7539,3e9d98ba-bb9e-11e8-b2b9-ac1f6b6435d0,25 14 0
7540,3e9e292e-bbc6-11e8-b2bc-ac1f6b6435d0,25
7541,3ea01024-bbc9-11e8-b2bc-ac1f6b6435d0,5 1
7542,3ea0739e-bba5-11e8-b2ba-ac1f6b6435d0,6
7543,3ea2eb3a-bbc1-11e8-b2bb-ac1f6b6435d0,25
7544,3ea4fefe-bbba-11e8-b2ba-ac1f6b6435d0,21
7545,3ea65e48-bbb0-11e8-b2ba-ac1f6b6435d0,19 25
7546,3ea745a4-bb9e-11e8-b2b9-ac1f6b6435d0,25 0
7547,3eb3ccb6-bbb7-11e8-b2ba-ac1f6b6435d0,23
7548,3ec0c752-bba0-11e8-b2b9-ac1f6b6435d0,12
7549,3ec0cfdc-bbc7-11e8-b2bc-ac1f6b6435d0,4 0
7550,3ec13cca-bb9e-11e8-b2b9-ac1f6b6435d0,4
7551,3ec1dc76-bbca-11e8-b2bc-ac1f6b6435d0,5
7552,3ec3b854-bbc3-11e8-b2bc-ac1f6b6435d0,25 5
7553,3ec60336-bba8-11e8-b2ba-ac1f6b6435d0,1 3
7554,3ec90c1e-bbc3-11e8-b2bc-ac1f6b6435d0,25 11 21
7555,3ec9232c-bb9e-11e8-b2b9-ac1f6b6435d0,23
7556,3ecb800e-bbc1-11e8-b2bb-ac1f6b6435d0,25 6
7557,3ed44c12-bba7-11e8-b2ba-ac1f6b6435d0,3
7558,3ed4ffa8-bbbc-11e8-b2ba-ac1f6b6435d0,7
7559,3ed5168e-bbc4-11e8-b2bc-ac1f6b6435d0,25 7
7560,3ed6bd3a-bbb6-11e8-b2ba-ac1f6b6435d0,25
7561,3edb222c-bbb0-11e8-b2ba-ac1f6b6435d0,0 21
7562,3edfc03c-bbb2-11e8-b2ba-ac1f6b6435d0,12
7563,3ee498e2-bbbb-11e8-b2ba-ac1f6b6435d0,13 0 21
7564,3ee54dfc-bb9b-11e8-b2b9-ac1f6b6435d0,19 0
7565,3ee57242-bba4-11e8-b2b9-ac1f6b6435d0,6 9 10
7566,3ee6ccca-bbb6-11e8-b2ba-ac1f6b6435d0,23
7567,3eec7b48-bba7-11e8-b2ba-ac1f6b6435d0,25 18
7568,3eee1284-bbc8-11e8-b2bc-ac1f6b6435d0,25 18
7569,3eee59f6-bbb9-11e8-b2ba-ac1f6b6435d0,21
7570,3eeebd3e-bbae-11e8-b2ba-ac1f6b6435d0,0 21
7571,3ef2eba2-bbbd-11e8-b2ba-ac1f6b6435d0,25 6
7572,3ef322ca-bbb3-11e8-b2ba-ac1f6b6435d0,0
7573,3ef41e42-bba3-11e8-b2b9-ac1f6b6435d0,0
7574,3ef6a416-bba1-11e8-b2b9-ac1f6b6435d0,0 21
7575,3ef79386-bbb4-11e8-b2ba-ac1f6b6435d0,22 25
7576,3ef7c1fc-bb9c-11e8-b2b9-ac1f6b6435d0,7
7577,3efdd308-bbb5-11e8-b2ba-ac1f6b6435d0,3 0
7578,3eff70e2-bbaa-11e8-b2ba-ac1f6b6435d0,19
7579,3eff8436-bbb6-11e8-b2ba-ac1f6b6435d0,25 6 3
7580,3f02fc3a-bbbe-11e8-b2ba-ac1f6b6435d0,25 5 0
7581,3f0853e0-bbc0-11e8-b2bb-ac1f6b6435d0,23
7582,3f0a3454-bbbf-11e8-b2ba-ac1f6b6435d0,1
7583,3f0cc8c2-bbba-11e8-b2ba-ac1f6b6435d0,14
7584,3f1749ec-bbbe-11e8-b2ba-ac1f6b6435d0,5 1
7585,3f185630-bbae-11e8-b2ba-ac1f6b6435d0,19
7586,3f18984e-bbb2-11e8-b2ba-ac1f6b6435d0,19 0 21
7587,3f1af12c-bbb0-11e8-b2ba-ac1f6b6435d0,26 25 0
7588,3f1b318e-bbc2-11e8-b2bb-ac1f6b6435d0,19
7589,3f1f9ea6-bba2-11e8-b2b9-ac1f6b6435d0,4
7590,3f21015a-bbb7-11e8-b2ba-ac1f6b6435d0,0
7591,3f23f61e-bbb5-11e8-b2ba-ac1f6b6435d0,25 0
7592,3f264da4-bbc6-11e8-b2bc-ac1f6b6435d0,1
7593,3f2a115e-bbbd-11e8-b2ba-ac1f6b6435d0,23
7594,3f2d1096-bbc4-11e8-b2bc-ac1f6b6435d0,2 0
7595,3f3186e2-bbb2-11e8-b2ba-ac1f6b6435d0,23
7596,3f35deba-bbbf-11e8-b2ba-ac1f6b6435d0,21
7597,3f36762a-bbb2-11e8-b2ba-ac1f6b6435d0,22
7598,3f367b40-bbc4-11e8-b2bc-ac1f6b6435d0,2 0
7599,3f37abcc-bba7-11e8-b2ba-ac1f6b6435d0,21
7600,3f38a4d2-bbca-11e8-b2bc-ac1f6b6435d0,26
7601,3f3b1b6e-bbab-11e8-b2ba-ac1f6b6435d0,0
7602,3f3b9266-bbbe-11e8-b2ba-ac1f6b6435d0,5
7603,3f3e9dc2-bbbd-11e8-b2ba-ac1f6b6435d0,25 0
7604,3f410e04-bba9-11e8-b2ba-ac1f6b6435d0,0
7605,3f43f38e-bbc3-11e8-b2bc-ac1f6b6435d0,21
7606,3f46eb96-bba2-11e8-b2b9-ac1f6b6435d0,19 25
7607,3f47e126-bbc1-11e8-b2bb-ac1f6b6435d0,25
7608,3f4c5e94-bba4-11e8-b2b9-ac1f6b6435d0,21
7609,3f5245f4-bbc0-11e8-b2bb-ac1f6b6435d0,25 4
7610,3f54d822-bbb7-11e8-b2ba-ac1f6b6435d0,0
7611,3f566ee0-bbac-11e8-b2ba-ac1f6b6435d0,2 0
7612,3f567c56-bbb0-11e8-b2ba-ac1f6b6435d0,23
7613,3f5d9312-bb9a-11e8-b2b9-ac1f6b6435d0,11
7614,3f6246d4-bbb6-11e8-b2ba-ac1f6b6435d0,23 0
7615,3f64254e-bbb1-11e8-b2ba-ac1f6b6435d0,7
7616,3f6ce92a-bbae-11e8-b2ba-ac1f6b6435d0,0
7617,3f7115b8-bbb8-11e8-b2ba-ac1f6b6435d0,2
7618,3f7246b8-bba4-11e8-b2b9-ac1f6b6435d0,14 23
7619,3f728d3c-bba7-11e8-b2ba-ac1f6b6435d0,23 5
7620,3f75462c-bbba-11e8-b2ba-ac1f6b6435d0,12 0
7621,3f75fd02-bbbe-11e8-b2ba-ac1f6b6435d0,4
7622,3f7de91a-bb9e-11e8-b2b9-ac1f6b6435d0,21
7623,3f7ee190-bbb1-11e8-b2ba-ac1f6b6435d0,11 5 0
7624,3f828dd0-bbb7-11e8-b2ba-ac1f6b6435d0,0
7625,3f887842-bbb4-11e8-b2ba-ac1f6b6435d0,0
7626,3f8a543e-bba3-11e8-b2b9-ac1f6b6435d0,3
7627,3f8a9080-bbca-11e8-b2bc-ac1f6b6435d0,23
7628,3f8e6de6-bbab-11e8-b2ba-ac1f6b6435d0,6
7629,3f8e73b4-bbbe-11e8-b2ba-ac1f6b6435d0,4
7630,3f8f3268-bb9b-11e8-b2b9-ac1f6b6435d0,25 0 21
7631,3f8f3692-bba9-11e8-b2ba-ac1f6b6435d0,5
7632,3f903a34-bbb2-11e8-b2ba-ac1f6b6435d0,2 0 21
7633,3f9078ee-bba0-11e8-b2b9-ac1f6b6435d0,20 0
7634,3f9186fa-bba8-11e8-b2ba-ac1f6b6435d0,7 0
7635,3f925ea8-bbb3-11e8-b2ba-ac1f6b6435d0,7
7636,3f92d0b2-bba0-11e8-b2b9-ac1f6b6435d0,25 0
7637,3f98284e-bbc0-11e8-b2bb-ac1f6b6435d0,25
7638,3f989ff8-bbad-11e8-b2ba-ac1f6b6435d0,19 0 21
7639,3f9b5af0-bbac-11e8-b2ba-ac1f6b6435d0,18 0
7640,3f9d9544-bbad-11e8-b2ba-ac1f6b6435d0,21
7641,3f9ddfa8-bbbd-11e8-b2ba-ac1f6b6435d0,25 21
7642,3fa021f2-bbb1-11e8-b2ba-ac1f6b6435d0,23
7643,3fa245fa-bbba-11e8-b2ba-ac1f6b6435d0,0 21
7644,3fa25380-bbc7-11e8-b2bc-ac1f6b6435d0,25 0
7645,3fa2e766-bbbb-11e8-b2ba-ac1f6b6435d0,12 21
7646,3fa34c3a-bb9b-11e8-b2b9-ac1f6b6435d0,25
7647,3fa7396a-bbb1-11e8-b2ba-ac1f6b6435d0,0
7648,3fa85e06-bba4-11e8-b2b9-ac1f6b6435d0,25
7649,3faea088-bbb1-11e8-b2ba-ac1f6b6435d0,25
7650,3faf9390-bbb0-11e8-b2ba-ac1f6b6435d0,3
7651,3fb6f8d8-bbc9-11e8-b2bc-ac1f6b6435d0,19 0
7652,3fb8bcca-bbad-11e8-b2ba-ac1f6b6435d0,3 0
7653,3fc097b6-bbca-11e8-b2bc-ac1f6b6435d0,5 0
7654,3fc524e8-bbca-11e8-b2bc-ac1f6b6435d0,25 0 21
7655,3fc5864c-bba5-11e8-b2ba-ac1f6b6435d0,25 4
7656,3fc60f84-bba7-11e8-b2ba-ac1f6b6435d0,5 2 0
7657,3fc76638-bbc3-11e8-b2bc-ac1f6b6435d0,25 5
7658,3fd03ddc-bbb2-11e8-b2ba-ac1f6b6435d0,5 0
7659,3fd4e18c-bb9b-11e8-b2b9-ac1f6b6435d0,25
7660,3fd74e3e-bbc0-11e8-b2bb-ac1f6b6435d0,12 5
7661,3fd79e70-bba7-11e8-b2ba-ac1f6b6435d0,7
7662,3fd8d7da-bbc1-11e8-b2bb-ac1f6b6435d0,23
7663,3fd9d060-bbba-11e8-b2ba-ac1f6b6435d0,25
7664,3fd9db50-bbba-11e8-b2ba-ac1f6b6435d0,0
7665,3fda9ae0-bba1-11e8-b2b9-ac1f6b6435d0,2
7666,3fdaa02c-bbbe-11e8-b2ba-ac1f6b6435d0,25 0
7667,3fdab0ee-bbc8-11e8-b2bc-ac1f6b6435d0,19 14
7668,3fe36584-bbca-11e8-b2bc-ac1f6b6435d0,5
7669,3fe45a4a-bbbe-11e8-b2ba-ac1f6b6435d0,23
7670,3fe5204c-bbc8-11e8-b2bc-ac1f6b6435d0,11
7671,3fe63a0c-bbbb-11e8-b2ba-ac1f6b6435d0,21
7672,3fe7b20a-bbc6-11e8-b2bc-ac1f6b6435d0,0
7673,3fe89bae-bbbf-11e8-b2ba-ac1f6b6435d0,4 21
7674,3fe924d2-bba3-11e8-b2b9-ac1f6b6435d0,3
7675,3feda49e-bbb2-11e8-b2ba-ac1f6b6435d0,1
7676,3fee1610-bb9c-11e8-b2b9-ac1f6b6435d0,12 0 21
7677,3fee3a0e-bb9d-11e8-b2b9-ac1f6b6435d0,25 2 0
7678,3feffb1e-bba2-11e8-b2b9-ac1f6b6435d0,25 14
7679,3ff2104a-bbaf-11e8-b2ba-ac1f6b6435d0,0
7680,3ff21f92-bbad-11e8-b2ba-ac1f6b6435d0,5 0
7681,3ff32786-bbba-11e8-b2ba-ac1f6b6435d0,21
7682,3ff39288-bba2-11e8-b2b9-ac1f6b6435d0,25 0
7683,3ff65cec-bbc6-11e8-b2bc-ac1f6b6435d0,0
7684,3ff6f35a-bba3-11e8-b2b9-ac1f6b6435d0,7 0 21
7685,3ff9a1e8-bbaf-11e8-b2ba-ac1f6b6435d0,26 23 0
7686,4000185a-bbac-11e8-b2ba-ac1f6b6435d0,0
7687,40047d6c-bbbd-11e8-b2ba-ac1f6b6435d0,25 3
7688,4006bd0a-bbc4-11e8-b2bc-ac1f6b6435d0,12
7689,4008c77c-bbc8-11e8-b2bc-ac1f6b6435d0,22
7690,400bba16-bba7-11e8-b2ba-ac1f6b6435d0,0
7691,4014da08-bbaf-11e8-b2ba-ac1f6b6435d0,5 0
7692,4015f9fc-bbc7-11e8-b2bc-ac1f6b6435d0,14 0
7693,4016c1da-bbad-11e8-b2ba-ac1f6b6435d0,25
7694,4019c340-bbbb-11e8-b2ba-ac1f6b6435d0,7
7695,401a4a04-bbb1-11e8-b2ba-ac1f6b6435d0,7
7696,401ddef4-bba6-11e8-b2ba-ac1f6b6435d0,21
7697,402096ae-bbb4-11e8-b2ba-ac1f6b6435d0,25 0
7698,402285e2-bbbc-11e8-b2ba-ac1f6b6435d0,23 0
7699,4024542a-bbb8-11e8-b2ba-ac1f6b6435d0,20
7700,40256da6-bbb3-11e8-b2ba-ac1f6b6435d0,16 14 17
7701,4025745e-bba9-11e8-b2ba-ac1f6b6435d0,25 0
7702,402585ca-bb9a-11e8-b2b9-ac1f6b6435d0,0
7703,40258e56-bb9c-11e8-b2b9-ac1f6b6435d0,5
7704,40261900-bbb2-11e8-b2ba-ac1f6b6435d0,13
7705,403534b6-bbc7-11e8-b2bc-ac1f6b6435d0,23
7706,4035b068-bbc6-11e8-b2bc-ac1f6b6435d0,19 0 21
7707,403617a4-bbbe-11e8-b2ba-ac1f6b6435d0,2
7708,40387bf8-bb9a-11e8-b2b9-ac1f6b6435d0,23 0
7709,40399758-bbaa-11e8-b2ba-ac1f6b6435d0,23
7710,403b86d0-bb9b-11e8-b2b9-ac1f6b6435d0,14
7711,403de12c-bba1-11e8-b2b9-ac1f6b6435d0,12 25
7712,4044ddc6-bb9f-11e8-b2b9-ac1f6b6435d0,25 0
7713,4046fc80-bb9c-11e8-b2b9-ac1f6b6435d0,2 0
7714,4048b8f0-bbc8-11e8-b2bc-ac1f6b6435d0,7 0
7715,404b341a-bbc1-11e8-b2bb-ac1f6b6435d0,19 25 0
7716,404cbf0c-bbb1-11e8-b2ba-ac1f6b6435d0,19 25 0
7717,404d76b0-bbaa-11e8-b2ba-ac1f6b6435d0,6 0
7718,404e3e8c-bbc4-11e8-b2bc-ac1f6b6435d0,22
7719,404f5e4e-bba5-11e8-b2ba-ac1f6b6435d0,7 0
7720,404f7ca6-bb9d-11e8-b2b9-ac1f6b6435d0,21
7721,4050818e-bbc3-11e8-b2bc-ac1f6b6435d0,25 4
7722,405469c2-bbc6-11e8-b2bc-ac1f6b6435d0,18 0
7723,40591358-bb9b-11e8-b2b9-ac1f6b6435d0,25 0
7724,405c6e5c-bbac-11e8-b2ba-ac1f6b6435d0,25 4
7725,405e062a-bbc7-11e8-b2bc-ac1f6b6435d0,2
7726,405e6288-bb9e-11e8-b2b9-ac1f6b6435d0,11
7727,405eb79c-bba8-11e8-b2ba-ac1f6b6435d0,6
7728,405ffd74-bbb1-11e8-b2ba-ac1f6b6435d0,25 18 0
7729,40607c3a-bbb2-11e8-b2ba-ac1f6b6435d0,25 18
7730,406285ae-bbba-11e8-b2ba-ac1f6b6435d0,0 21
7731,40645c18-bba0-11e8-b2b9-ac1f6b6435d0,25 18 0
7732,40692e24-bb9f-11e8-b2b9-ac1f6b6435d0,2 0
7733,406a85b0-bb9c-11e8-b2b9-ac1f6b6435d0,23 5 0
7734,406e88fc-bbb2-11e8-b2ba-ac1f6b6435d0,25 0
7735,406ffc7a-bbb5-11e8-b2ba-ac1f6b6435d0,11
7736,4070c888-bba3-11e8-b2b9-ac1f6b6435d0,5 0
7737,4073ff2e-bb9b-11e8-b2b9-ac1f6b6435d0,0
7738,40740d44-bb9f-11e8-b2b9-ac1f6b6435d0,19
7739,4077385e-bbb6-11e8-b2ba-ac1f6b6435d0,6
7740,407bbc62-bba2-11e8-b2b9-ac1f6b6435d0,25
7741,407cd7f6-bbab-11e8-b2ba-ac1f6b6435d0,23
7742,4083679c-bbb0-11e8-b2ba-ac1f6b6435d0,21
7743,4085bafc-bbaa-11e8-b2ba-ac1f6b6435d0,25
7744,40861974-bbc4-11e8-b2bc-ac1f6b6435d0,5
7745,4086f8d2-bbc2-11e8-b2bb-ac1f6b6435d0,2 0
7746,40889e66-bbb9-11e8-b2ba-ac1f6b6435d0,25 7
7747,40893628-bbb4-11e8-b2ba-ac1f6b6435d0,2
7748,408cb27a-bbbf-11e8-b2ba-ac1f6b6435d0,14
7749,408dd942-bbbb-11e8-b2ba-ac1f6b6435d0,25
7750,408e0456-bbb3-11e8-b2ba-ac1f6b6435d0,25 2 0
7751,409114c8-bbbf-11e8-b2ba-ac1f6b6435d0,19 0
7752,40958f1e-bbc7-11e8-b2bc-ac1f6b6435d0,12
7753,4099cb4e-bbc5-11e8-b2bc-ac1f6b6435d0,2
7754,409b9434-bbab-11e8-b2ba-ac1f6b6435d0,25 4
7755,409be282-bbbe-11e8-b2ba-ac1f6b6435d0,21
7756,409bed52-bbc0-11e8-b2bb-ac1f6b6435d0,21
7757,409c43b2-bbc8-11e8-b2bc-ac1f6b6435d0,5 0
7758,409c76a6-bbbf-11e8-b2ba-ac1f6b6435d0,25 6
7759,409ce09e-bb9e-11e8-b2b9-ac1f6b6435d0,25
7760,409da9ca-bbad-11e8-b2ba-ac1f6b6435d0,14
7761,40a0d1e6-bbb6-11e8-b2ba-ac1f6b6435d0,18 0
7762,40a29938-bba0-11e8-b2b9-ac1f6b6435d0,1
7763,40a3ee34-bbb2-11e8-b2ba-ac1f6b6435d0,25
7764,40a7cc72-bba6-11e8-b2ba-ac1f6b6435d0,0
7765,40a7d6ce-bba9-11e8-b2ba-ac1f6b6435d0,22 21
7766,40a81eaa-bb9e-11e8-b2b9-ac1f6b6435d0,25
7767,40aba792-bba2-11e8-b2b9-ac1f6b6435d0,19 25 0
7768,40aea804-bbc8-11e8-b2bc-ac1f6b6435d0,0
7769,40b17eec-bba7-11e8-b2ba-ac1f6b6435d0,11 5
7770,40b2409a-bba0-11e8-b2b9-ac1f6b6435d0,25 18
7771,40b2664a-bbb1-11e8-b2ba-ac1f6b6435d0,22 0 21
7772,40b4dff8-bbaf-11e8-b2ba-ac1f6b6435d0,25 23
7773,40b77716-bbbb-11e8-b2ba-ac1f6b6435d0,19 25
7774,40b7db5a-bbb8-11e8-b2ba-ac1f6b6435d0,25 0
7775,40b819ec-bbb5-11e8-b2ba-ac1f6b6435d0,7 0
7776,40b890f4-bbae-11e8-b2ba-ac1f6b6435d0,0
7777,40b90ab6-bbc2-11e8-b2bb-ac1f6b6435d0,19 16 0
7778,40ba3640-bba2-11e8-b2b9-ac1f6b6435d0,25 14
7779,40ba3872-bbc8-11e8-b2bc-ac1f6b6435d0,25 3
7780,40bdd672-bbb8-11e8-b2ba-ac1f6b6435d0,2
7781,40c0208e-bbbe-11e8-b2ba-ac1f6b6435d0,25 0
7782,40c18c40-bb9f-11e8-b2b9-ac1f6b6435d0,23
7783,40c3f8ee-bb9b-11e8-b2b9-ac1f6b6435d0,0
7784,40c56db4-bbbe-11e8-b2ba-ac1f6b6435d0,25 18
7785,40c77c10-bbc5-11e8-b2bc-ac1f6b6435d0,25 5 0
7786,40c84760-bbb8-11e8-b2ba-ac1f6b6435d0,7 0
7787,40c8e47c-bbae-11e8-b2ba-ac1f6b6435d0,21
7788,40ca4394-bbc2-11e8-b2bb-ac1f6b6435d0,19 0
7789,40cbb2c8-bba5-11e8-b2ba-ac1f6b6435d0,0
7790,40cdfe3e-bbc3-11e8-b2bc-ac1f6b6435d0,0
7791,40ce2774-bbaf-11e8-b2ba-ac1f6b6435d0,0
7792,40ceca0a-bbb7-11e8-b2ba-ac1f6b6435d0,7
7793,40d5798e-bbaa-11e8-b2ba-ac1f6b6435d0,25 23
7794,40d59ad0-bbb5-11e8-b2ba-ac1f6b6435d0,12 25 0
7795,40d5ae02-bba2-11e8-b2b9-ac1f6b6435d0,1 0
7796,40d63214-bbac-11e8-b2ba-ac1f6b6435d0,19 25
7797,40d64dea-bbb0-11e8-b2ba-ac1f6b6435d0,5
7798,40d86b3e-bbba-11e8-b2ba-ac1f6b6435d0,18 0 21
7799,40dc6fd8-bba9-11e8-b2ba-ac1f6b6435d0,1 0
7800,40e53246-bb9d-11e8-b2b9-ac1f6b6435d0,2 0
7801,40e738ac-bbca-11e8-b2bc-ac1f6b6435d0,22 21
7802,40e8272e-bb9f-11e8-b2b9-ac1f6b6435d0,25 7 0
7803,40e868cc-bba6-11e8-b2ba-ac1f6b6435d0,2 0
7804,40e9cfd6-bb9d-11e8-b2b9-ac1f6b6435d0,23 0
7805,40ea40e0-bbc2-11e8-b2bb-ac1f6b6435d0,0
7806,40ed4698-bbac-11e8-b2ba-ac1f6b6435d0,2
7807,40ef7380-bb9a-11e8-b2b9-ac1f6b6435d0,0 21
7808,40f73312-bba5-11e8-b2ba-ac1f6b6435d0,1 2 0
7809,40f73f90-bba7-11e8-b2ba-ac1f6b6435d0,2
7810,40faccce-bbb5-11e8-b2ba-ac1f6b6435d0,5 0
7811,41015e46-bbaf-11e8-b2ba-ac1f6b6435d0,23
7812,4103230a-bbc5-11e8-b2bc-ac1f6b6435d0,0
7813,41035168-bba7-11e8-b2ba-ac1f6b6435d0,4
7814,4104b198-bbca-11e8-b2bc-ac1f6b6435d0,7
7815,410559aa-bba6-11e8-b2ba-ac1f6b6435d0,21
7816,41060e2e-bba4-11e8-b2b9-ac1f6b6435d0,21
7817,4106853c-bbc9-11e8-b2bc-ac1f6b6435d0,12 0
7818,410789cc-bbb6-11e8-b2ba-ac1f6b6435d0,11
7819,4107f694-bb9a-11e8-b2b9-ac1f6b6435d0,25 0
7820,410f27aa-bbbf-11e8-b2ba-ac1f6b6435d0,25 18
7821,4110ad0c-bbc2-11e8-b2bb-ac1f6b6435d0,25
7822,41121120-bbb7-11e8-b2ba-ac1f6b6435d0,1
7823,4114bad8-bb9e-11e8-b2b9-ac1f6b6435d0,24
7824,4114feb4-bba6-11e8-b2ba-ac1f6b6435d0,21
7825,411a0ccc-bba3-11e8-b2b9-ac1f6b6435d0,14
7826,411a7e82-bbbc-11e8-b2ba-ac1f6b6435d0,12 25
7827,411d7648-bbba-11e8-b2ba-ac1f6b6435d0,0
7828,41250c48-bbc7-11e8-b2bc-ac1f6b6435d0,0
